,product,brand,type,image,highlight,description,spec,delivery,related
https://bot-hive.com/product/nachi-es12-8545-01,['Nachi - ES12- 8545-01'],['Nachi Robotics Systems Inc.'],['SCARA'],['https://files.bot-hive.com/images/bothive/es12_802d19b0-e228-11ea-a4d8-1976612b2082.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe ES SCARA Robot Series consists of two models ranging from 6Kg to 12Kg payload capacity. The ES robot models offer a combination of high-speed, exceptionally high repeatability and mechanical rigidity.  Multiple ES06 models are available ranging from 350mm to 550mm horizontal reach and 200mm to 340mm vertical stroke.  This high speed robot series is excellent for material handling, assembly, electronics, and palletizing task.']","{'Payload': '12kg', 'Reach': ' 850cm', 'Axis': ' 4', 'Weight': ' 69kg', 'Repeatability': ' 0.015mm', 'Speed': ' --'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/nachi-es12-5535-01-1', '1': 'https://bot-hive.com/product/nachi-es06-5520-01', '2': 'https://bot-hive.com/product/nachi-ez03f4-02-5525-1', '3': 'https://bot-hive.com/product/nachi-es12-7045-01'}"
https://bot-hive.com/product/searobotics-surveyor-m18,['SeaRobotics - Surveyor M1.8'],['SeaRobotics'],['USVs (Unmanned Surface Vehicles)'],['https://files.bot-hive.com/images/bothive/srcsrsurveryorost_e13a6790-cb43-11ea-a120-afd45492daf4.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe SR-Surveyor M1.8 allows surveyors to simplify logistics and optimize data recordings in shallow and hard to navigate areas like no other ASV, making it the complete package for bathymetry, habitat mapping, structure inspection and search and rescue.']","{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' --', 'Repeatability': ' --', 'Speed': ' --'}",['Delivery Times: 8 weeks'],"{'0': 'https://bot-hive.com/product/kongsberg-maritime-sounder', '1': 'https://bot-hive.com/product/oceanalpha-m40-1', '2': 'https://bot-hive.com/product/oceanalpha-sl20', '3': 'https://bot-hive.com/product/kongsberg-maritime-geoswath-4r-usv'}"
https://bot-hive.com/product/sick-tim7xx-2d-lidar-sensors,['SICK - TiM7xx - 2D LiDAR Sensors'],['SICK'],"['LIDAR, Laser Scanners & Rangefinders']",['https://files.bot-hive.com/images/bothive/im0081947_add5a1b0-5c9a-11eb-a095-c5223a395c45.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nSimultaneous field evaluation and measurement data output in just one device\n2D LiDAR sensors (2D laser scanners as well) are suitable for performing detection and ranging tasks on surfaces. Regardless of the angle of installation, SICK 2D LiDAR sensors operate with consistent reliability and accuracy, and can be used both indoors and outdoors. For navigation, detection, or measurement: 2D LiDAR sensors supply reliable measurement data for a whole host of tasks.']","{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' --', 'Repeatability': ' --', 'Speed': ' --'}",[],"{'0': 'https://bot-hive.com/product/sick-tim5xx-2d-lidar-sensors', '1': 'https://bot-hive.com/product/sick-tim2xx-2d-lidar-sensors', '2': 'https://bot-hive.com/product/sick-ld-3d-lidar-sensors', '3': 'https://bot-hive.com/product/sick-mrs1000-3d-lidar-sensors'}"
https://bot-hive.com/product/schunk-co-act-egp-c-64-n-n-fcr7,['Schunk - Co-Act EGP-C 64-N-N-FCR7'],['Schunk Intec Ltd'],['Co-Act Gripper'],['https://files.bot-hive.com/images/bothive/csm_im0025034_f0e48ecc3a_3be43880-edd9-11ea-a1dd-7fd27e6cfa97.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nElectric 2-finger parallel gripper certified for collaborative operation with actuation via 24 V and digital I/O. Gripping and moving small and medium-sized work pieces with flexible force in collaborative operation in the areas of assembly, electronics and machine tool loading.']","{'Payload': '1.15kg', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 1.38kg', 'Repeatability': ' 0.02mm', 'Speed': ' --'}",['Delivery Times: 1 week'],"{'0': 'https://bot-hive.com/product/schunk-co-act-egp-c-50-n-n-urek', '1': 'https://bot-hive.com/product/schunk-co-act-egp-c-64-n-n-keti', '2': 'https://bot-hive.com/product/schunk-co-act-egp-c-64-n-n-urek', '3': 'https://bot-hive.com/product/schunk-co-act-egp-c-50-n-n-ktoe'}"
https://bot-hive.com/product/kuka-kr-quantec-270-r2700-ultra-f,['KUKA - KR QUANTEC 270 R2700 Ultra F'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download-22_755f8bb0-d721-11ea-8a9b-8745ce6071b3.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe KR QUANTEC ultra is the most powerful, stiff and precise robot in the KR QUANTEC series. It offers maximum power in every position and is as dynamic, streamlined and efficient as the other family members. The KR QUANTEC ultra is also the ultimate in high-performance shelf-mounted robots.\nWith its payload capacity of 300 kilograms and a maximum reach of 3,100 millimeters, the KR QUANTEC ultra is the strongest, most compact industrial robot. As such, the KR QUANTEC ultra has the highest power density currently available in the high payload range for the manufacturing industry. Furthermore, you can choose from various mounting positions and versions – such as the Foundry variants for areas with a high level of contamination, high humidity and high temperatures. Six shelf-mounted variants are also available.']","{'Payload': '270kg', 'Reach': ' 2696cm', 'Axis': ' 6', 'Weight': ' 1129kg', 'Repeatability': ' 0.06mm', 'Speed': ' 120.5mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-500-fortec-500-r2830-mt', '1': 'https://bot-hive.com/product/kuka-kr-quantec-210-r3300-ultra-k-f', '2': 'https://bot-hive.com/product/kuka-kr-quantec-240-r3100-ultra-k-1', '3': 'https://bot-hive.com/product/kuka-kr-500-fortec-480-r3330-mt'}"
https://bot-hive.com/product/fanuc-arc-mate-120ic,['Fanuc - ARC Mate 120iC'],['FANUC UK'],['Arc Welding Robots'],['https://files.bot-hive.com/images/bothive/int-ro-pr-am120-r-1_30c3b610-ccb9-11ea-a6b5-cf7ed64f487c.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nSpecifically designed for arc welding\nPurpose built for arc welding task, Arc Mate series robots are the product of years of experience in robotics and welding. With payloads of up to 20 kg and reaches up to 2.0 m, this series is suitable for a wide range of arc welding, laser welding, soldering and cutting task. Different models are available to meet a wide variety of demands and, whatever the model, come with a variety of tools to increase their versatility and help make your processes more efficient.']","{'Payload': '20kg', 'Reach': ' 1811cm', 'Axis': ' 6', 'Weight': ' 250kg', 'Repeatability': ' 0.03mm', 'Speed': ' 303.33mm/s'}",[],"{'0': 'https://bot-hive.com/product/fanuc-arc-mate-100ic12', '1': 'https://bot-hive.com/product/fanuc-arc-mate-100id10l', '2': 'https://bot-hive.com/product/fanuc-arc-mate-100ic8l', '3': 'https://bot-hive.com/product/fanuc-arc-mate-100ic12s'}"
https://bot-hive.com/product/tima-tima-logistic,['TIMA - TIMA Logistic'],['TIMA'],['Industrial Mobile Robots'],['https://files.bot-hive.com/images/bothive/robot-_tima-_logistic-1_d0c4e860-5714-11eb-8ac8-4f6d648b4a27.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}",['Product Description\nTIMA logistic robot allows you to optimize warehouse logistics and increase the speed and quality of cargo handling. The TIMA warehouse robot is designed to transport goods weighing up to 100 kg through the territory of a closed warehouse with the ability to identify and avoid obstacles.'],"{'Payload': '100kg', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 160kg', 'Repeatability': ' --', 'Speed': ' --'}",['Delivery Times: 2 weeks'],"{'0': 'https://bot-hive.com/product/bionichive-squid', '1': 'https://bot-hive.com/product/mir-250-reseller', '2': 'https://bot-hive.com/product/waypoint-robotics-vector-hd', '3': 'https://bot-hive.com/product/mir-200-reseller-1'}"
https://bot-hive.com/product/lely-juno,['Lely - Juno'],['Lely'],['Agricultural Robots'],['https://files.bot-hive.com/images/bothive/maxresdefault-3_b2fb2c70-048c-11eb-8317-859f2c82bb86.jpeg?d=232x193&c=cover'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nIncreasing feed intake has never been easier \nThe Lely Juno is your partner for smart feed pushing. The standalone machine moves along the feeding alley automatically. Automating the recurring work of feed pushing will increase feed pushing frequency at the same time as reducing your labor requirements. Increasing your feed pushing frequency pays off – it stimulates frequent feed consumption throughout the day and night, resulting in a higher feed intake among your cows.']","{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 620kg', 'Repeatability': ' --', 'Speed': ' --'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/lely-juno-100', '1': 'https://bot-hive.com/product/farmbot-genesis-v15', '2': 'https://bot-hive.com/product/octinion-curion', '3': 'https://bot-hive.com/product/nao-ted-vineyard-weeding-robot'}"
https://bot-hive.com/product/roeq-rack150,['ROEQ - Rack150'],['ROEQ'],['Racks For Mobile Robots'],['https://files.bot-hive.com/images/bothive/66716e6953f7fc17de8395a7c7b7573ea97bffc1_45ebcde0-33b9-11eb-978b-b1d21dfa8bd6.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nMiR100/MiR200/MiR250 with ROEQ top module to move Rack150 between key logistics points in your production. You can use several racks in the same fleet, increasing the flexibility, capacity, and efficiency of your AMRs. ']","{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' --', 'Repeatability': ' --', 'Speed': ' --'}",[],"{'0': 'https://bot-hive.com/product/roeq-rack150-reseller', '1': 'https://bot-hive.com/product/octant-auto-pallet-rack-2', '2': 'https://bot-hive.com/product/octant-andon-passive-rack-1'}"
https://bot-hive.com/product/ars-automation-flexibowl-reseller,['ARS Automation - FlexiBowl® (Reseller)'],['RARUK Automation'],['Feeder Systems'],['https://files.bot-hive.com/images/bothive/flexibowl-hp_181fc710-6b7a-11eb-ad63-61a78581b946.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nFlexiBowl® is an innovative flexible parts feeder that is compatible with every robot and vision system. Entire families of parts within 1-250 mm and 1-250 g can be handled by a single FlexiBowl®, replacing a whole set of vibrating bowl feeders. Its lack of dedicated tooling and its easy-to-use and intuitive programming allows quick and multiple product changeovers inside the same work shift.']","{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' --', 'Repeatability': ' --', 'Speed': ' --'}",[],{'0': 'https://bot-hive.com/product/mafu-steel-bowl-feeder-reseller'}
https://bot-hive.com/product/denso-hm-4a85,['Denso - HM-4A85'],['DENSO Robotics'],['SCARA'],['https://files.bot-hive.com/images/bothive/csm_hm-4070-3-e2_g_de4d94fb55_34f64c90-dd6a-11ea-8451-bb54ded9339d.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}",['Product Description\nThe HM Series have the longest arm reach and carry the greatest payload among 4-axis (SCARA) robots. The lineup offers a variety of models.'],"{'Payload': '20kg', 'Reach': ' 850cm', 'Axis': ' 4', 'Weight': ' 55kg', 'Repeatability': ' 0.025mm', 'Speed': ' --'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/denso-hm-4a70', '1': 'https://bot-hive.com/product/denso-hm-4aa0', '2': 'https://bot-hive.com/product/denso-hm-40a0', '3': 'https://bot-hive.com/product/denso-hs045a1'}"
https://bot-hive.com/product/schunk-drg-80-90-as-ht,['Schunk - DRG 80-90-AS-HT'],['Schunk Intec Ltd'],['Angular Gripper'],['https://files.bot-hive.com/images/bothive/csm_im0002232_d89f9c7cf1_c1cc99c0-ff1c-11ea-a332-cd85ba2b7649.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}",['Product Description\nSealed 180° angular gripper for the use in contaminated environments. For task requiring a large opening range. Particularly suitable for the use in dirty environments.'],"{'Payload': '3.2kg', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 2kg', 'Repeatability': ' 0.1mm', 'Speed': ' --'}",['Delivery Times: 1 week'],"{'0': 'https://bot-hive.com/product/schunk-drg-54-90-as', '1': 'https://bot-hive.com/product/schunk-drg-54-90-as-ht', '2': 'https://bot-hive.com/product/schunk-sgb-32', '3': 'https://bot-hive.com/product/schunk-sgb-40'}"
https://bot-hive.com/product/nachi-sra210-01a,['Nachi - SRA210-01A'],['Nachi Robotics Systems Inc.'],['Spot Welding Robots'],['https://files.bot-hive.com/images/bothive/sra166-210-01_f93058b0-e1ef-11ea-9b69-a7f12895e6b9.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nSRA series comes in various payloads from 100 Kg to 250 Kg. Standard floor mount models, invert mount model, long reach models over 3 meters']","{'Payload': '210kg', 'Reach': ' --', 'Axis': ' 6', 'Weight': ' 1090kg', 'Repeatability': ' 0.15mm', 'Speed': ' 134.33mm/s'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/nachi-sra166l-1', '1': 'https://bot-hive.com/product/nachi-sra100hb-01', '2': 'https://bot-hive.com/product/nachi-sra100hs-01-1', '3': 'https://bot-hive.com/product/nachi-sra210h-01'}"
https://bot-hive.com/product/denso-xr-4371-1,['Denso - XR-4371'],['DENSO Robotics'],['Linear Robots'],['https://files.bot-hive.com/images/bothive/csm_xr0328_2d08dc7ed6-1_72b11ae0-de2f-11ea-a758-7f8dd82ffaf0.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}",['Product Description\nCeiling mount made up of a linear-motion axis and pivot-motion axis allows the robot to work under itself while presenting a compact form-factor.\nInstallation into compact facilities and direct operation below the robot with linear-motion and swivel axes combined with a ceiling-mount.'],"{'Payload': '5kg', 'Reach': ' 200cm', 'Axis': ' 4', 'Weight': ' 45kg', 'Repeatability': ' 0.015mm', 'Speed': ' --'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/denso-xr-4372', '1': 'https://bot-hive.com/product/denso-xr-4371', '2': 'https://bot-hive.com/product/denso-xr-43a1', '3': 'https://bot-hive.com/product/denso-xr-4373'}"
https://bot-hive.com/product/fanuc-m-1ia1hl-1,['Fanuc - M-1iA/1HL'],['FANUC UK'],['Delta'],['https://files.bot-hive.com/images/bothive/int-ro-pr-m1hl-r-1_c22c8890-cd8e-11ea-8d7c-49acb6139ddf.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe light payload specialist\nDiscover the unique, ultra-compact FANUC M-1 and enter a new dimension in high-speed small parts handling. With 3, 4 or 6 axes, this series of high-speed assembly robots are ideal for a variety of task requiring a maximum payload of 1 kg and a work envelope of up to 420 mm. Thanks to ultra-variable mounting positions they can be installed directly into the most compact of machines. As versatile as the human hand, they make an ideal alternative to complicated and expensive hard automation.']","{'Payload': '1kg', 'Reach': ' 420cm', 'Axis': ' 3', 'Weight': ' 21kg', 'Repeatability': ' 0.03mm', 'Speed': ' --'}",[],"{'0': 'https://bot-hive.com/product/fanuc-m-2ia6h', '1': 'https://bot-hive.com/product/fanuc-m-1ia1h', '2': 'https://bot-hive.com/product/fanuc-m-3ia-12h', '3': 'https://bot-hive.com/product/fanuc-m-1ia05sl'}"
https://bot-hive.com/product/kuka-kr-quantec-90-r3700-prime-k-1,['KUKA - KR QUANTEC 90 R3700 Prime K'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/kr_90_r3700_prime_k__kr_quantec_prime__a2e01ee0-d7b9-11ea-8049-3bfb30e921cb.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe KR QUANTEC prime is geared towards providing the perfect balance between payload and reach. When it comes to spot welding, it is the market leader. The prime achieves outstanding cycle times due to its robustness and high acceleration rates. \nThe KR QUANTEC prime is virtually unbeatable when it comes to robustness. It has a maximum reach of 2,500 millimeters with a payload of 240 kilograms. Yet it is as streamlined and light as its other family members. As a result, the prime robots are the new performance benchmark in spot welding. As shelf-mounted robots, they are optimized to minimize space requirements and that extends the economical reach range. The foundry variants offer a solution for task involving dusty, wet and hot environments.']","{'Payload': '90kg', 'Reach': ' 3701cm', 'Axis': ' 6', 'Weight': ' 1204kg', 'Repeatability': ' 0.06mm', 'Speed': ' 193.33mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-quantec-150-r3300-prime-k', '1': 'https://bot-hive.com/product/kuka-kr-quantec-240-r2500-prime', '2': 'https://bot-hive.com/product/kuka-kr-quantec-120-r3500-prime-k', '3': 'https://bot-hive.com/product/kuka-kr-quantec-210-r2700-prime'}"
